,label,category,stance,parents,similars,label_name,keywords,paraphrase,summary,full_text,groups,rating,reaction_to_argument
37,Z.K11,Z,CON,,,KI tödliche Fehler,"tödlich, Tod, tot, sterben, stirbt, umkommen, Schadensersatz, ([Fehler, Entscheidung, Fehlentscheidung], [Tod, tot, tödlich, umkommen, sterben, stirbt]; 5), ([Akzeptanz, Akzeptanz*, akzeptieren, Verständnis, verstehen, hinnehmbar, hinnehmen], [Tod, tot, tödlich, umkommen, sterben, stirbt]; 7)","technische, tödliche Fehler der medKI /sind prinzipiell nicht hinnehmbar.","Technische, tödliche Fehler der medKI sind prinzipiell nicht hinnehmbar.","Eine medKI wird immer Fehler machen, die über Leben und Tod entscheiden, weshalb sie auch nicht Ärzt:innen ersetzen sollte. Solche Fehler können auch nicht durch finanziellen Schadensersatz ausgeglichen werden.",Z.GK3,2,0
38,Z.K11-1,Z,PRO,Z.K11,,KI-Schaderersatz wie Ärzte,"([Risiko, Risiken], Nutzen; 3), ([immer], [Risiko, Risiken]; 3), (negex [risikofrei, risikolos, Garantie, garantieren, Sicherheit]; 3), ([Ansprüche, Erwartungen, erwarten, Verlangen, verlangen], [Blockade, blockieren, Hemmung, hemmen, verhindern, Hindernis]; 5)",ärztliche tödliche Fehler /sind auch nicht durch Schadensersatz auszugleichen.,Ärztliche tödliche Fehler sind auch nicht durch Schadensersatz auszugleichen.,"Bei Ärzt:innen besteht jedoch das gleiche Problem. In der Medizin gibt es keine Garantien, sondern nur Abwägungen zwischen Risiken und Nutzen von Behandlungen. Zu hohe Ansprüche an die medKI würden deren Einsatz blockieren - zum Schaden der Patient:innen.",Z.GK3,-1,
39,Z.K12,Z,CON,,Z.K3,geringe Fehlerakzeptanz KI,"([Erwartungshaltung, Erwartungen]; 2), (negex [Akzeptanz, akzeptieren, Verständnis, verstehen, hinnehmen, hinnehmbar], [falsch, Fehler, Fehlentscheidung, Fehldiagnose, Fehl*, Entscheidung], [medKI, KI, AI, Intelligenz]; 7),  ([Akzeptanz, akzeptieren, Verständnis, verstehen, hinnehmen, hinnehmbar], [falsch, Fehler, Fehlentscheidung, Fehldiagnose, Fehl*, Entscheidung], [Arzt, Facharzt, Notarzt]; 7)",Patient:innen /werden die Fehler der medKI weniger als die der Ärzt:innen akzeptieren.,Fehler der medKI werden von Patient:innen weniger als Fehler von Ärzt:innen akzeptiert.,"Fehler der medKI werden von Patient:innen weniger akzeptiert als Fehler von Ärzt:innen, da sie mit einer ganz anderen Erwartungshaltung in die Untersuchungszentren der medKI gehen werden.",Z.GK3,3,0
40,Z.K12-1,Z,PRO,Z.K12,,Fehlerakzeptanz verbessert sich,"([Zeit, Dauer], [Akzeptanz, akzeptieren]; 2), ([Akzeptanz, akzeptieren, Verständnis, verstehen, hinnehmen, hinnehmbar], [falsch, Fehler, Fehlentscheidung, Fehldiagnose, Fehl*, Entscheidung], [verbessern, besser, erhöhen, vermehren, mehr, steigen]; 8)",die Erwartungshaltung gegenüber der medKI /wird sich auf die Dauer normalisieren.,Eine zu hohe Erwartungshaltung an die medKI wird auf Dauer realistischer.,"Auch wenn die unterschiedliche Akzeptanz zumindest für den Beginn plausibel erscheint, ist diese als irrational anzusehen, und es kann damit gerechnet werden, dass sich im Laufe der Zeit, die Akzeptanz bezüglich der Fehler angleichen wird.",Z.GK3,-1,
41,Z.K5,Z,CON,,,KI-Erklärung nicht individuell,"intelektuelles Niveau, ([Erklärung, erklären, Erläuterung, erläutern, informieren, Information], [Ergebnisse, Empfehlungen, Behandlung, Behandlungsempfehlung, Therapieentscheidung, Entscheidung, Diagnose, Diagnostik, diagnostizieren, entscheiden, empfehlen, behandeln, therapieren]; 4), ([Erklärbarkeit, Transparenz]; 3), ([Patient, Behandelter, Kranker], [entscheidet, Entscheidung, zustimmen, Zustimmung, bestätigen, Bestätigung]; 2)",die medKI /kann bei der Erklärung ihrer Behandlungsempfehlungen schlecht auf die Bedürfnisse der Patient:innen eingehen.,medKI kann bei der Erklärung ihrer Behandlungsempfehlungen schlecht auf die Bedürfnisse der Patient:innen eingehen.,"Bei der Diagnostik und Therapieentscheidung sind die Erklärungen der Ergebnisse wichtig, da letztlich die Patient:innen ihrer Therapie zustimmen müssen. Eine medKI tut sich schwer, eine auf das intellektuelle Niveau der Patient:innen angepasste Erklärung zu liefern.",Z.GK3,4,1
42,Z.K5-1,Z,PRO,Z.K5,,Erklärung durch med. Fachpersonal,"([Personal, Fachpersonal, Arzt, Facharzt, Notarzt, *arzt, Wunsch, gewünscht, wunschen], [Erklärung, erklären, Erläuterung, erläutern, informieren, Information]; 2), ([Arzt, Facharzt, Notarzt, *arzt, Experte], [Zeitmangel, Zeit]; 3), ([Arzt, Facharzt, Notarzt, *arzt, Experte] negex [Erklärung, erklären, Erläuterung, erläutern, informieren, Information]; 4)",die Entscheidungen der medKI /werden auf Wunsch vom medizinischen Fachpersonal erläutert.,Die Entscheidungen der medKI werden auf Wunsch vom medizinischen Fachpersonal erläutert.,"Auch wenn Ärzt:innen besser auf Patient:innen eingehen können, unterbleibt dies oft aus Zeitmangel. In unserem Szenario sollte medizinisches Personal der Untersuchungszentren die Diagnosen und Therapien der medKI auf Wunsch der Patient:innen erläutern.",Z.GK3,-1,
43,Z.K7,Z,CON,,Z.K1,KI kein Einfühlungsvermögen,"seelischer Beistand, ([verzweifeln, Verzweiflung, Bedürfnisse, deprimiert, depressiv, einsam, Einsamkeit, Depression, psychologisch, traurig, Trauer, Zustand, psychisch, Psyche, Laune, verständnisvoll, Verständnis, Zuspruch, Empathie, empathisch, empathielos, emotional, Emotionen, gefühlvoll, Gefühlslage, Einfühlungsvermögen, einfühlsam]; 3), ([Patient, Behandelter, Kranker], [allein, alleine]; 2), ([Patient, Behandelter, Kranker], [irrational, rational]; 3), ([KI, medKI, AI, Intelligenz] negex [Nähe, menschlich, verständnisvoll, Verständnis, Zuspruch, Empathie, empathisch, emotional, Emotionen, gefühlvoll,  Einfühlungsvermögen, einfühlsam]; 5)",die medKI /hat kein Einfühlungsvermögen z.B. für verzweifelte Patient:innen.,medKI hat kein Einfühlungsvermögen z.B. für verzweifelte Patient:innen.,"Patient:innen sind bei schwerwiegenden medizinischen Entscheidungen keine rationalen Entscheider:innen. Die Berücksichtigung ihrer Gefühlslage, bis hin zur Verzweiflung, ist essentiell. Hier stößt eine medKI an ihre Grenzen, da ihr echtes Einfühlungsvermögen gänzlich fehlt.",Z.GK3,5,1
44,Z.K7-1,Z,PRO,Z.K7,Z.K1-1,Einfühlung durch med. Fachpersonal,"([Fachpersonal, Krankenschwester, Pfleger], [verzweifeln, Verzweiflung, Bedürfnisse, deprimiert, depressiv, einsam, Einsamkeit, Depression, traurig, Trauer, Zustand, psychisch, Psyche, Laune, verständnisvoll, Verständnis, Zuspruch, Empathie, empathisch, empathielos, gefühlvoll, Gefühlslage, Einfühlungsvermögen, einfühlsam]; 6)",Einfühlungsvermögen /wird durch medizinisches Fachpersonal gewährleistet.,Einfühlungsvermögen wird durch medizinisches Fachpersonal gewährleistet.,"Da der medKI echtes Einfühlungsvermögen fehlt, sollte das medizinische Fachpersonal in den Untersuchungszentren die Kommunikation insbesondere bei schwierigen Situationen übernehmen.",Z.GK3,-1,
45,Z.K10,Z,CON,,,KI-Akzeptanz-Senioren,"([alte, ältere] Menschen), Senioren, Rentner, Skepsis, skeptisch, (negex Vertrauen), ([alt, älter, ältere, Senioren, Rentner, Patient, Behandelter, Kranker], [Vertrauen, vertrauen, trauen, Skepsis, skeptisch]; 7), ([medKI, KI, AI, Intelligenz, Technik], [Skepsis, skeptisch, unpersönlich, Persönlichkeit, persönlich]; 3)",insbesondere ältere Patient:innen /werden kein Vertrauen in die medKI haben.,Insbesondere ältere Patient:innen werden kein Vertrauen in die medKI haben,"Patient:innen haben kein Vertrauen in die medKI, da diese unpersönlich ist. Dies könnte beispielsweise bei älteren Patient:innen zu Skepsis führen.",Z.GK3,4,1
46,Z.K10-1,Z,PRO,Z.K10,,Vertrauen durch selbes med. Fachpersonal,"Beistand, Bedürfnisse, psychisch, Psyche, ([Pfleger, Krankenschwester, Fachpersonal, Personal, Vertrauensperson, Kontaktperson, Menschen], [Beistand, Bedürfnisse, verständnisvoll, Verständnis, Zuspruch, Empathie, empathisch, gefühlvoll, Gefühlslage, Einfühlungsvermögen, einfühlsam, Vertrauen, vertrauen, trauen, Zuwendung, Kontakt, persönlich, Persönlichkeit]; 5), ([Zunahme, mehr, Erhöhung, erhöhen, erhöht, vermehren, zunehmen, zunehmend, steigen, entstehen], [Zuspruch, Vertrauen, vertrauen, trauen, Akzeptanz]; 4), ([Verringerung, verringern, weniger, niedriger, sinken, geringer], [Skepsis, skeptisch, Abneigung, Ablehnung]; 4)",Vertrauen /wird durch medizinisches Fachpersonal gewährleistet.,Vertrauen wird durch medizinisches Fachpersonal gewährleistet.,"Daher soll das auch psychologisch geschulte medizinische Fachpersonal die Vertrauensfunktion übernehmen, gerade bei älteren Patient:innen und mit festen Kontaktpersonen. Die medKI soll sich auf medizinisches Wissen beschränken; Einfühlungsvermögen verbleibt bei den Menschen.",Z.GK3,-1,
47,Z.K10-2,Z,PRO,Z.K10,,Vertrauen entsteht über die Zeit,"([Zunahme, mehr, Erhöhung, erhöhen, erhöht, vermehren, zunehmen, zunehmend, steigen, entstehen], [Zuspruch, Vertrauen, vertrauen, trauen, Akzeptanz]; 4), ([Verringerung, verringern, weniger, niedriger, sinken, geringer], [Skepsis, skeptisch, Abneigung, Ablehnung]; 4), ([zukünftig, Zukunft, Zeit, Weile], [Vertrauen, trauen, vertrauen, akzeptieren, Akzeptanz]; 4)","Menschen /werden der KI vertrauen, da sie sich mit der Zeit mehr und mehr an sie gewöhnen.",Vertrauen wird durch kontinuierliche Veröffentlichungen von Studienergebnissen gewonnen werden.,"Vertrauensprobleme sind wie bei vielen neuen Technologien anfänglicher Art. Wenn die Technologie funktioniert, gewöhnen sich die Menschen Schritt für Schritt daran.",Z.GK3,-1,
48,Z.K9,Z,CON,,,Hackerangriffe,"anfällig, Anfälligkeit, Patientenakten, Patientendaten, Gesundheitsakte, Gesundheitsdaten, ([Cyberangriff, Cyberattacke, Hacker, hacken, Hackerangriff, Cyber*, Hacker*]; 5), ([sicher], [Daten*, *daten]; 6), ([Datendiebstahl, Datenschutz, Datensicherheit]; 6), ([Sicherheit, Security, Diebstahl, stehlen, gestohlen, ausspähen, ausgespäht], [Daten, Patientenakten, Akte, Gesundheitsakte, Gesundheitsdaten, *daten, Patientendaten, Informationen]; 6)",die medKI /kann nicht vor Hacker- und Cyberangriffen geschützt werden.,Die medKI kann nicht vor Hacker- und Cyberangriffen geschützt werden.,Durch die große Menge gesammelter Daten werden Untersuchungszentren der medKI interessanter für Cyberangriffe. Insbesondere die elektronische Gesundheitsakte und Daten der Patient:innen könnten ausgespäht und missbraucht werden.,Z.GK4,3,0
49,Z.K9-1,Z,PRO,Z.K9,,Hackerangriffe generelles Problem,"([sicher], [Daten*, *daten]; 6), ([Schutz, schützen, Firewall, abwehren, verhindern, abwenden], [Cyberangriff, Cyberattacke, Hacker, hacken, Hackerangriff, Cyber*, Hacker*, Datendiebstahl, Diebstahl, stehlen, gestohlen, ausspähen, ausgespäht]; 7)",Hackerangriffe /sind ein prinzipielles und kein spezifisches medKI-Problem.,Hackerangriffe sind ein prinzipielles und kein spezifisches medKI-Problem.,"Mit der zunehmenden Digitalisierung, etwa mit Einführung der digitalen Patient:innenakte, müssen sich Kliniken ohnehin stärker gegen Cyberangriffe schützen. Die fertigen Systeme laufen im geschützten Bereich der Klinik und unterliegen dem gleichen Schutz wie Patient:innendaten.",Z.GK4,-1,
50,Z.K13,Z,CON,,,Datenschutz,"anfällig, Anfälligkeit, Patientenakten, Patientendaten, Gesundheitsakte, Gesundheitsdaten, (negex [anonym, Anonymisierung]; 2), ([Datenschutz, Datenmissbrauch]; 6), ([Missbrauch, missbrauchen, Zweckentfremdung, zweckentfremden], [Daten, Patientenakten, Akte, Gesundheitsakte, Gesundheitsdaten, *daten, Patientendaten, Informationen]; 6)",die medKI /kann Datenmissbrauch nicht verhindern.,die medKI kann Datenmissbrauch nicht verhindern.,Die medKI benötigt sehr viele anonymisierte Patientendaten aus denen sie lernt. Diese könnten für andere Zwecke missbraucht werden.,Z.GK4,2,0
51,Z.K13-1,Z,PRO,Z.K13,,Patientenzustimmung notwendig,"Patientenzustimmung, ([zustimmen, Zustimmung], Patient), ([Schutz, schützen, abwehren, verhindern, abwenden], [Datenmissbrauch, Missbrauch, missbrauchen, Zweckentfremdung, zweckentfremden]; 7), ([Verschlüsselung, verschlüsseln, chiffrieren], [Daten, Patientenakten, Akte, Gesundheitsakte, Gesundheitsdaten, *daten, Patientendaten, Informationen]; 7)",hundertprozentige Sicherheit /kann nie gewährleistet werden.,Patienten müssen zustimmen. Wobei die technisch maximal mögliche Sicherheit gewährleistet werden wird.,"Datenmissbrauch stellt ein prinzipielles Problem der Patient:innenakte und nicht der KI an sich dar. Hier ist zum einen die Zustimmung der Patient:innen erforderlich, zum anderen werden die Daten komplex verschlüsselt. Allerdings ist eine Sicherheit von 100% unmöglich.",Z.GK4,-1,
52,Z.K14,Z,CON,,,Arztberufsbild überflüssig,"zukunftssicher, ([Arzt, *arzt, ärztlich], [Job, Beruf, Berufsbild, beruflich]; 3), ([Facharzt, Arzt, *arzt], [Job, Beruf, Berufsbild, beruflich], negex, [nötig, notwendig]; 4), ([Arzt, Notarzt, Facharzt, *arzt], [Job, Beruf, Berufsbild, beruflich], [überflüssig, ersetzen, ersetzt, ausgetauscht, unnötig]; 5)",die medKI /macht das ärztliche Berufsbild überflüssig.,medKI macht ärztliches Berufsbild überflüssig.,Ärztliche Diagnosen werden in Zeiten des digitalen Wandels überflüssig und das Berufsbild von Ärzt:innen allgemein könnte dadurch als nicht zukunftssicher gelten.,Z.GK5,2,0
53,Z.K14-1,Z,PRO,Z.K14,,Arztberufsbild aendert sich,"([Mensch, Personal, Fachpersonal, Arzt, *arzt, ärztlich, Experte], [Job, Beruf, Berufsbild, beruflich], [nötig, notwendig]; 4), ([Mensch, Personal, Fachpersonal, Arzt, *arzt, ärztlich, Experte], [Job, Beruf, Berufsbild, beruflich], negex, [überflüssig, ersetzen, ersetzt, ausgetauscht, unnötig]; 4), ([Mensch, Personal, Fachpersonal, Arzt, *arzt, ärztlich, Experte], [Datenerhebung, Datenerfassung, Psychologie, psychologisch, Wissen, Problemfälle, Problem, Patientendaten, Daten, Kommunikation, kommunizieren, Weiterentwicklung, Entwicklung]; 6) ",die medKI /ändert nur medizinische Berufsbilder.,medKI ändert nur medizinische Berufsbilder.,"Medizinisches Personal zur korrekten Erhebung der Patientendaten und zur Kommunikation ist notwendig und erfordert weiterhin medizinisches Wissen, aber auch psychologische Fähigkeiten. Zudem sind Spitzenärzt:innen für Problemfälle und die Weiterentwicklung der medKI notwendig.",Z.GK5,-1,
54,Z.K16,Z,CON,,,Abhängigkeit von KI,"Kontrolle, kontrollieren, kontrollierend, überwachen, Überwachung, Kontroll*, Kontrollinstanz, ([Kontrollverlust]; 5), (negex [Aufsicht, Kontrolle, Kontrollinstanz, Kontroll*, kontrollieren, kontrollierend, Überwachung, überwachen]; 5), ([Verlust, Verringerung, verringern, sinken], [Aufsicht, Kontroll*, Kontrollinstanz, Kontrolle, kontrollieren, kontrollierend, Überwachung, überwachen]; 5), ([Abhängigkeit, abhängig, gebunden], [medKI, KI, AI, Intelligenz, Technologie, technisch, technologisch, Technik, Computer, Rechner, Server, Maschine]; 4)",Menschen /werden abhängig von der medKI.,Menschen werden abhängig von medKI.,"Mit der steigenden Leistungsfähigkeit der medKI werden immer mehr Ärzt:innen ersetzt, bis menschliche Ärzt:innen als kontrollierende Instanz nicht mehr zur Verfügung stehen. Dies könnte katastrophale Auswirkungen auf Szenarien haben, in denen die medKI nicht gut funktioniert.",Z.GK5,2,2
55,Z.K16-1,Z,PRO,Z.K16,,KI unter menschl. Kontrolle,"([menschlich, Mensch, Personal, Arzt, Facharzt, ärztlich], [Aufsicht, Kontrolle, kontrollieren, kontrollierend, Überwachung, überwachen]; 7)",die medKI /wird unter menschlicher Kontrolle entwickelt.,medKI wird unter menschlicher Kontrolle entwickelt.,"In unserem Szenario wird die medKI von Fachärzt:innen in Kompetenzzentren weiterentwickelt und überwacht. Ein ""Aussterben"" menschlicher Ärzt:innen ist nicht vorgesehen, und die volle Funktionsfähigkeit der medKI kann jederzeit unter menschlicher Aufsicht gewährleistet werden.",Z.GK5,-1,
56,Z.K19,Z,CON,,,Störungsanfällig,"anfällig, Anfälligkeit, ([*ausfall, *absturz]; 2), ([störungsanfällig, Stromausfall, Systemausfall, Systemabsturz, Computerabsturz, Technikausfall, Serverdown]; 4) ([Störung, gestört, stören, Ausfall, ausfallen, Fehlfunktion, Absturz, Fehler, Schwierigkeiten], [Strom, Elektronik, elektrisch, elektronisch, Infrastruktur, System, Technik, technisch, technologisch, Computer, Rechner, Server, Maschine]; 5)",ein Ausfall der Infrastruktur /macht die Behandlungen unmöglich.,ein Ausfall der Infrastruktur macht die Behandlungen unmöglich.,"Ein Ausfall der Infrastruktur würde eine weitere Behandlung praktisch unmöglich machen, da die medKI alle Entscheidungen auf Basis der elektronisch gespeicherten Daten trifft.",Z.GK4,1,2
57,Z.K19-1,Z,PRO,Z.K19,,Infrastruktur bereits kritisch,"([bereits, schon, derzeit, aktuell, gerade, bisher], [abhängig, Abhängigkeit, störungsanfällig, anfällig]; 3)",bereits heute /sind Infrastrukturausfälle sehr kritisch.,bereits heute sind Infrastrukturausfälle sehr kritisch.,"Ein Ausfall der Infrastruktur ist kein Problem der medKI allein, sondern durch die Digitalisierung bereits heute sehr kritisch.",Z.GK4,-1,
58,25,,,,,,,,,,,,
59,33,,,,,,,,,,,,
