prev_labels,type,label,text
['intro_61'],user,Z.C6-3-1,da die menschen nicht eingreifen können muss der hersteller der KI verantwortung für das handeln der KI tragen
"['intro_2', 'z_trans_13', 'Z.C2']",user,Z.P12-1-2,"da menschliches fehlverhalten kein problem mehr ist werden verzögerungen durch unfälle vermieden, so kann der verkehr effizienter werden"
"['intro_26', 'Z.P10', 'intro_3', 'Z.P10-1']",user,Z.P1-1,durch die modernisierung des arbeitsmarkts durch KIs werden viele arbeitsplätze verschwinden
"['intro_3', 'z_trans_11', 'Z.C2-1']",user,Z.P8-1,Und wenn sich andere Fahrer nicht daran halten? Auto KI müsste auf individuelle Fehler anderer Fahrer reagieren
['intro_61'],user,Z.P8-1,Andere Fahrer machen auch Fehler. Wie kann Auto KI darauf reagieren
['intro_62'],user,Z.P12-1-2,"Effizienteres fahren möglich, wenn alle Autos KI gesteuert werden ( gleichzeitiges anfahren bei Roten Ampeln, Staus, bessere Verkehrsregulierung bei Unfällen )"
"['intro_1', 'z_trans_12', 'Z.C5']",user,Z.P4-1,In einer Autofanatischen Gesellschaft wie der unseren sicherlich
['intro_62'],user,Z.C5-1,"Ich denke, es wird angenommen"
"['intro_2', 'z_trans_13', 'Z.C10']",user,Z.C10-1,Den Rechtsrahmen kann man schaffen. Sobald es das gibt und zugelassen wird
['intro_62'],user,Z.P10-2,"Fraglich ist nur ob sich die Personen denen durch Inklusion geholfen werden könnte, solche KI Technik leisten können"
"['intro_1', 'z_trans_12', 'Z.P7']",user,Z.P10-2,"Das ist schon gut, aber trotzdem bezweifle ich, dass die Vorteile die KI bringt von der breiten Masse auch genutzt werden können"
['intro_61'],user,Z.P10-2,"KI Technik ist wahrscheinlich teuer, weshalb sich nur wenige solche Vorteile leisten können"
"['intro_2', 'z_trans_12', 'Z.C2-1']",user,Z.P9-1,"Ich glaube immernoch nicht, dass dadurch der Straßenverkehr sicherer wird"
"['intro_1', 'z_trans_2', 'Z.P8-1']",user,Z.P8-1-1,"Es wäre aber eine doppelte Sicherheit, da zum einen der Mensch eingreifen kann und zum anderen das Auto sehr viel selbst macht"
['intro_61'],user,Z.P8-1,"Ein weiterer Punkt ist, dass viele unvorhersehbare Situationen im Straßen verkehr passieren können, zu welchen man intuitiv agieren muss."
['intro_62'],user,Z.P1-1,4. Argument: Taxifahrer werden arbeitslos
"['intro_2', 'z_trans_2', 'Z.P6']",user,Z.P4-1,Man hat keine Kontrolle über Auto
