,label,category,stance,parents,similars,label_name,keywords,paraphrase,summary,full_text,groups,rating,reaction_to_argument
50,Z.K7-2,Z,PRO,Z.K7,,Menschliche Richter:innen in höheren Instanzen,"([Richter*, Mensch], [höhere Instanz, Instanz], [benötigt, notwendig]), vollumfänglich, zurückgreifen",in höheren Instanzen /wird es weiterhin menschliche Richter:innen geben.,Menschliche Richter:innen in höheren Instanzen,"In höheren Instanzen sowie in strafrechtlichen Prozessen wird es zunächst noch keine jurKI geben, sodass weiterhin auf die menschlichen Richter:innen vollumfänglich zurückgegriffen wird.",Z.GK5,,
51,Z.K5,Z,CON,,,Keine Rechtsprechungsänderung mit KI möglich,,es /gäbe keine Rechtsprechungsänderungen mehr.,es gäbe keine Rechtsprechungsänderungen mehr.,"Wenn eine jurKI immer nur aufgrund der bestehenden Rechtsprechung entscheidet, ergeben sich keine Rechtsprechungsänderungen, die wichtig für das Vorankommen in der Gesellschaft und ein wichtiges Instrument sind.",Z.GK5,3,1
52,Z.K5-1,Z,PRO,Z.K5,,Kompetenzzentren entwickeln die KI weiter,,Änderungen in der Rechtsprechung /werden von Entwicklern berücksichtigt.,Änderungen in der Rechtsprechung werden von Entwicklern berücksichtigt.,Menschliche Richter:innen und Informatiker:innen in Kompetenzzentren übernehmen die Weiterentwicklung und Überwachung der jurKI. Durch ein derartiges Expert:innengremium wird auch die neue Rechtsprechung beeinflusst werden können.,Z.GK5,,
53,Z.K8,Z,CON,,,algorithmische Macht; in Ausübung öffentlicher Autorität eingreifen,,eine autonome JurKI /würde öffentliche Autoritäten in Frage stellen.,eine autonome JurKI würde öffentliche Autoritäten in Frage stellen.,"Im Falle der jurKI greift die algorithmische Macht in die Ausübung der öffentlichen Autorität ein, sie würde sogar mitunter unabhängig Entscheidungen treffen, was die Grundsätze eines ordnungsgemäßen Verfahrens und die Exklusivität der Autorität ernsthaft in Frage stellt.",Z.GK5,2,0
54,Z.K8-1,Z,PRO,Z.K8,,Macht geht von Expert:innengremium aus; Staat begrenzt,,die JurKI /folgt den Regeln des Staates,die JurKI folgt den Regeln des Staates,Die jurKI ist in unserem Szenario nicht unabhängig und kann sich auch nicht verselbstständigen. Vielmehr werden ihr die Regeln und ihr Handlungsspielraum von einem vom Staat bestellten Expert:innengremium klar vorgegeben und begrenzt.,Z.GK5,,
55,Z.K15,Z,CON,,,Komplette Durchleuchtung des Menschen durch KI,,Menschen /würden gläsern werden.,Menschen würden gläsern werden.,"Die jurKI wäre im Stande, den kompletten Menschen zu durchleuchten. Hier müsste man sich fragen, ob wir das überhaupt wollen.",Z.GK5,1,0
56,Z.K15-1,Z,PRO,Z.K13,,Implementierte Sachlage ist Entscheidungsgrundlage,,JurKI /würde nur die Sachlage analysieren,JurKI würde nur die Sachlage analysieren,Die jurKI würde in unserem Szenario gerade nicht den kompletten Menschen durchleuchten. Vielmehr würde sie lediglich auf die durch Menschen implementierte Sachlage (Fakten) zugreifen können.,Z.GK5,,
57,Z.K14,Z,CON,,,Hackerangriffe,,Gerichte /werden interessanter für Cyberkriminalität,Gerichte werden interessanter für Cyberkriminalität,Durch die große Menge gesammelter Daten werden die Gerichte immer interessanter für Cyberangriffe. Insbesondere die sensible Daten wie persönliche Daten und Geschäftsgeheimnisse könnten ausgespäht und missbraucht werden.,Z.GK4,3,2
58,Z.K14-1,Z,PRO,Z.K14,,Hackerangriffe generelles Problem,,Cyberkriminalität /ist ein generelles Problem der Digitalisierung.,Cyberkriminalität ist ein generelles Problem der Digitalisierung.,Mit der zunehmenden Digitalisierung müssen sich alle Lebensbereiche stärker gegen Cyberkriminalität schützen.,Z.GK4,,
59,,,,,,,,,,,,,
60,,,,,,,,,,,,,
61,,,,,,,,,,,,,
62,,,,,,,,,,,,,
63,,,,,,,,,,,,,
64,,,,,,s,,,,,,,
