,label,category,stance,parents,similars,label_name,keywords,paraphrase,summary,full_text,groups,rating,reaction_to_argument
56,Z.P10,Z,PRO,,,Verbesserter Gütertransport; Lohnkosten entfallen,,der Einsatz der autoKI /verbessert den Gütertransport.,der Einsatz der autoKI verbessert den Gütertransport und die Lohnkosten entfallen.,"Durch die autoKI kann die Personen- und Güterbeförderung besser vernetzt werden, was Vorteile für Lieferservices und die Logistikbranche mit sich bringt. Zudem entstehen beim Transport durch automatisierte Leerfahrten weniger Lohnkosten und Ruhezeiten entfallen. ",Z.GP2,2,
57,Z.P10-1,Z,CON,Z.P10,Z.P1-1,Wegfall von Arbeitsplätzen,,Der Einsatz der autoKI /führt zum Wegfall von Arbeitsplätzen.,Der Einsatz der autoKI führt zum Wegfall von Arbeitsplätzen.,"Der Einsatz der autoKI hat allerdings bei der Personen- und Güterbeförderung zur Folge, dass viele Arbeitsplätze wegfallen.",Z.GP2,,
58,Z.P10-1-1,Z,PRO,"Z.P10-1, Z.P1-1",,Berufsbild ändert sich ohnehin,,Das Berufsbild /ändert sich.,Das Berufsbild ändert sich.,"Das Berufsbild durchläuft ohnehin einen ständigen Wandel. Alte Berufsbilder, wie bspw. LKW-Fahrer:innen gehen. Dafür entstehen bspw. neue, wie die der Programmierer:innen oder Arbeiter:innen in Leitwarten, die automatisierte Produkte überwachen bzw. in Problemsituationen eingreifen.",Z.GP2,,
59,Z.P10-2,Z,CON,Z.P10,,autoKI und technische Ausrüstung teuer,,Die Kosten für die autoKI und die technische Ausrüstung /sind im Vergleich zu den Lohnkosten viel höher.,Die Kosten für die autoKI und die technische Ausrüstung sind im Vergleich zu den Lohnkosten viel höher.,Im Vergleich zu den Lohnkosten sind jedoch die Kosten für die Ausstattung eines Fahrzeugs mit der autoKI und die der benötigten technischen Ausrüstung viel höher.,Z.GP2,,
60,Z.P10-2-1,Z,PRO,Z.P10-2,,Anschaffungskosten der KI amortisieren sich schnell,,Die Anschaffungskosten der autoKI /amortisieren sich schnell.,Die Anschaffungskosten der autoKI amortisieren sich schnell.,Im Gegensatz zu den Lohnkosten amortisieren sich die Anschaffungskosten der autoKI und technischen Ausrüstung schon nach deutlich weniger Betriebsmonaten.,Z.GP2,,
61,Z.C7,Z,CON,,,Gerechtigkeitsproblematik; nur Besserverdienende können sich die autoKI leisten,,nur Besserverdiener /können sich eine autoKI leisten.,nur Besserverdiener können sich eine autoKI leisten.,"Aufgrund der Kosten können sich zumindest in näherer Zukunft nicht alle diese KI-Systeme leisten. Damit verschärft sich die bereits existierende Gerechtigkeitsproblematik, denn bereits jetzt können sich einige kein eigenes Fahrzeug finanzieren.",Z.GK2,2,
62,Z.C7-1,Z,PRO,Z.C7,,Fortschritt wirft immer neue Gerechtigkeitsfragen auf; mit der Zeit preiswerter,,autonomes Fahren /wird mit der Zeit preiswerter und für einen größeren Teil der Bevölkerung bezahlbar.,autonomes Fahren wird mit der Zeit preiswerter und für einen größeren Teil der Bevölkerung bezahlbar.,"Derartige Formen des Fahrens sollten nicht deshalb unmöglich sein, weil nicht alle sich dies leisten können. Jeder Fortschritt wirft zweifelsfrei neue Gerechtigkeitsfragen auf, die es allerdings gesondert zu klären gilt; zumal die Kosten mit der Zeit sinken werden.",Z.GK2,,
63,Z.P15,Z,PRO,,Z.P7,Reduktion von Parkkosten und innerstädtischen Verkehrs; alternative Nutzung von Parkflächen,,Durch autonome Fahrzeuge /können innerstädtischer Verkehr und Parkflächen reduzieren. ,Durch autonome Fahrzeuge werden Parkkosten und innerstädtischer Verkehr reduziert und Parkflächen können alternativ genutzt werden. ,"Autonome Fahrzeuge können ihre Passagiere an einem Ort, bspw. einem Einkaufszentrum, absetzen und sich dann einen günstigeren oder kostenfreien Parkplatz außerhalb des Stadtkerns suchen. Die so eingesparten Parkflächen könnten als Wohnraum oder Grünanlage genutzt werden.",Z.GP1,3,
64,Z.P15-1,z,CON,Z.P15,,Leerfahrten zum Parkplatz; Umweltbelastung; mehr Verkehraufkommen,,viele Leerfahrten /sind schädlich für die Umwelt.,"die autoKI ist schädlich für die Umwelt und das Verkehrsaufkommen, wenn sie derart benutzt wird, dass sie viele Strecken ohne Passagiere fährt.","Das Absetzen der Passagiere am Ziel und dann leere Fahren zu einem günstigeren Parkplatz außerhalb hat allerdings zur Folge, dass diese Leerfahrten unnötige Schäden für die Umwelt bedeuten und für ein noch höhreres Verkehrsaufkommen sorgen.",Z.GP1,,
65,Z.C8,Z,CON,,Z.C9,Vernetzung der Fahrzeuge; Datenschutz; gefährdete Privatsphäre,,die Vernetzung und der enorme Datenaustausch /könnten datenschutzrechtliche Probleme aufwerfen und die Privatsphäre gefährden.,die Vernetzung und der enorme Datenaustausch könnten datenschutzrechtliche Probleme aufwerfen und die Privatsphäre gefährden.,"Die nötige Vernetzung zwischen den Fahrzeugen, also die Kommunikation der Fahrzeuge untereinander, verlangt einen regen Datenaustausch. Dies könnte mit dem Persönlichkeitsrecht auf die eigene Privatsphäre und die eigenen Daten kollidieren.",Z.GK4,3,
66,Z.C8-1,Z,PRO,Z.C8,,Vorgaben durch Gesetzgeber beim Datenschutz; Anonymisierung,,Hersteller /müssen sich beim autonomen Fahren an Datenschutzgesetze halten. ,"die Hersteller müssen gesetzliche Vorgaben einhalten, sodass auch beim autonomen Fahren der Schutz der Daten gewährleistet bleibt. ","Der Gesetzgeber muss diesen Gefahren z.B. durch die Anonymisierung von Nutzerdaten, die Definition von Aufbewahrungs- und Speicherfristen sowie die Festlegung von Einsichts- und Zugriffsrechten begegnen. ",Z.GK4,,
67,Z.C9,Z,CON,,Z.C8,Personen gläserner und überwachbar,,Die Menschen /werden durch die durchgehende Vernetzung und Datenübertragungen noch gläserner und überwachbarer.,Die Menschen werden durch die durchgehende Vernetzung und Datenübertragungen noch gläserner und überwachbarer.,"Bereits heute ist die Befürchtung groß, dass aufgrund der Datenschutzproblematik die Personen, insb. die Passagiere noch gläserner und überwachbarer werden.",Z.GK5,2,
68,Z.C9-1,Z,PRO,Z.C9,,Datenschutz darf sinnvollen Datenaustausch nicht verhindern,,falsch verstandener Datenschutz /darf einen sinnvollen Datenaustausch nicht verhindern.,falsch verstandener Datenschutz darf einen sinnvollen Datenaustausch nicht verhindern.,"Umgekehrt kann falsch verstandener Datenschutz einen sinnvollen Austausch von Daten verhindern, weswegen u.a. die Corona-Warn-App in Deutschland so wenig wirksam war. Es wird zu einer wichtigen Balance zwischen Selbstbestimmungs- und Nichtschadens- sowie Fürsorgeprinzip kommen.",Z.GK5,,
69,Z.C9-2,Z,PRO,Z.C9,,Datenschutz gewährleistet; Möglichkeit Daten preiszugeben,,"Es /muss die Möglichkeit geben, selbst Daten preiszugeben.","Es muss die Möglichkeit geben, selbst Daten preiszugeben.","Einerseits muss natürlich die Datensicherheit gewährleistet werden, andererseits sollten die Verkehrsteilnehmer:innen auch die Möglichkeit haben, Daten preiszugeben, um auf diese Weise bspw. bei einem Unfall Hilfe zu erhalten.",Z.GK5,,
70,Z.C10,Z,CON,,,Rechtsrahmen benötigt; Regulierung,,ein Rechtsrahmen /wird benötigt.,"ein Rechtsrahmen wird benötigt, der autonomes Fahren reguliert.","Es bedarf eines Rechtsrahmens, der den Einsatz der KI als Fahrzeugführer:in ermöglicht und die Einführung von fahrerlosen Fahrzeugen in den Regelbetrieb schafft.",Z.GK5,1,
71,Z.C10-1,Z,PRO,Z.C10,,Gesetz zum autonomen Fahren; Regulierung in Deutschland existiert,,erste Gesetze /sind bereits in Kraft getreten,ein Gesetz zum autonomen Fahren ist bereits in Deutschland in Kraft getretten und reguliert autonomes Fahren.,"2021 ist das deutsche Gesetz zum autonomen Fahren in Kraft getreten und hat den notwendigen Rechtsrahmen zum Einsatz fahrerloser Fahrzeuge geschaffen. Mittels Durchführungsverordnungen wird dieses weiter ausgestaltet, ehe auch auf europäischer Ebene erste Regelungen vorliegen.",Z.GK5,,
72,Z.C10-1-1,Z,CON,Z.C10-1,,Bestehende Regelungen richten sich primär an gewerbliche Halter,,die bestehende Regulierung /richtet sich primär nur an gewerbliche Halter.,die bestehende Regulierung richtet sich primär nur an gewerbliche Halter.,"Problematisch ist allerdings trotzdem, dass sich das Gesetz zum autonomen Fahren in erster Linie nur an gewerbliche Mobilitätsanbieter:innen richtet.",Z.GK5,,
73,Z.C11,Z,CON,,,Strafrechtliche Verantwortung offen,,die strafrechtliche Verantwortung /ist weiterhin offen.,die strafrechtliche Verantwortung ist weiterhin offen.,"Offen wird die strafrechtliche Verantwortung der autoKI sein, wenn die Fahrer:innen wegfallen. Wegen des im Strafrecht vorherrschenden Schuldprinzips ist eine Gefährdungshaftung ausgeschlossen. Die strafrechtliche Verantwortung setzt stets den Nachweis individuellen Verschuldens bei Täter:innen voraus. Das ist nur bei einem Menschen und nicht bei einem technischen System möglich.",Z.GK5,2,
74,Z.C11-1,Z,PRO,Z.C11,,rechtliche Rahmenbedingungen werden angepasst,,die rechtlichen Rahmenbedingungen /werden angepasst.,"die rechtlichen Rahmenbedingungen werden angepasst, sodass auch Unfallsituationen autonomer Systeme vollumfänglich erfasst werden.","Wie schon oft die Geschichte gezeigt hat, wird der Gesetzgeber auch hier im Stande sein, die rechtlichen Rahmenbedingungen anzupassen, um sicherzustellen, dass die Verantwortung klar geregelt ist und bleibt. Es könnten auch Regelungen eingeführt werden, die festlegen, wie der Nachweis individuellen Verschuldens erbracht werden kann, wenn die Fahrzeugführung vollständig an ein intelligentes Programm übertragen wird.",Z.GK5,,
75,Z.C12,Z,CON,,,Gangart menschlicher Fahrer:innen könnte sich verschlimmern,,die Gangart menschlicher Fahrer:innen /könnte sich verschlimmern.,die Gangart menschlicher Fahrer:innen könnte sich verschlimmern.,"Die Gangart menschlicher Fahrer:innen könnte sich verschlimmern, da sich die autoKI stets an die rechtlichen Vorgaben halten wird und bei riskanten Fahrmanövern anderer nie zurückhupen würde. Gefährder:innen bekommen kein entsprechendes Feedback mehr.",Z.GK5,2,
76,Z.C12-1,Z,PRO,Z.C12,,autoKI kann ebenfalls zurückhupen bzw. Feedback geben,,die autoKI /kann ebenfalls Feedback den Gefährdern entgegenbringen.,die autoKI kann ebenfalls Feedback den Gefährdern entgegenbringen.,"In Anbetracht der hohen technischen Anforderungen an die autoKI sollte es den Herstellen möglich sein, eine ensprechendes Verhalten des autonom fahrenden Autos zu implementieren, sodass auch weiterhin ein Feedback an die Gefährder erhalten bleibt. Der Einsatz bspw. einer Hupe muss natürlich gerechtfertig sein.",Z.GK5,,
77,Z.C13,Z,CON,,,Menschen werden abhängig von autoKI.,,die Menschen /werden abhängig von autoKI.,die Menschen werden abhängig von autoKI.,"Mit der steigenden Leistungsfähigkeit der autoKI werden immer mehr Fahrer:innen ersetzt, bis menschliche Fahrer:innen nicht mehr am öffentlichen Verkehr teilnehmen. Dies könnte katastrophale Auswirkungen auf Szenarien haben, in denen die autoKI nicht gut funktioniert.",Z.GK5,2,
78,Z.C13-1,Z,PRO,Z.C13,,"Die autoKI wird unter menschlicher Kontrolle entwickelt und im Szenario gilt als angenommen, dass sie besser als ein:e durchschnittliche:r Fahrer:in ist.",,die autoKI /wird unter menschlicher Kontrolle entwickelt.,"die autoKI wird unter menschlicher Kontrolle entwickelt und im Szenario als angenommen gilt, dass sie besser als ein:e durchschnittliche:r Fahrer:in ist.","In unserem Szenario wird die autoKI von Menschen weiterentwickelt und überwacht. Zudem gilt in unserem Szenario als angenommen, dass die autoKI besser als ein:e durchschnittliche:r Fahrer:in ist. Zudem darf man nicht vergessen, dass eine autoKI im sog. artreinen Verkehr, also einem Verkehr wo alle Fahrzeuge autonom fahren und miteinander vernetzt sind, am besten funktionieren wird.",Z.GK5,,
79,Z.C14,Z,CON,,,Menschenleben sollten nicht von einer KI abhängig sein.,,Menschenleben /sollten nicht von einer KI abhängig sein.,Menschenleben sollten nicht von einer KI abhängig sein.,Menschleben sollten im öffentlichen Straßenverkehr nicht von der funktionfähigkeit einer Technologie wie einer KI abhängig sein.,Z.GK3,2,
